,Unnamed: 0,id,observed_on,description,latitude,longitude,map_scale,timeframe,species_guess,user_id,taxon_id,created_at,updated_at,place_guess,id_please,observed_on_string,iconic_taxon_id,num_identification_agreements,num_identification_disagreements,time_observed_at,time_zone,location_is_exact,delta,positional_accuracy,private_latitude,private_longitude,geoprivacy,quality_grade,positioning_method,positioning_device,out_of_range,license,uri,observation_photos_count,comments_count,zic_time_zone,oauth_application_id,observation_sounds_count,identifications_count,captive,community_taxon_id,site_id,old_uuid,public_positional_accuracy,mappable,cached_votes_total,last_indexed_at,private_place_guess,uuid,taxon_geoprivacy,short_description,user_login,iconic_taxon_name,tag_list,faves_count,created_at_utc,updated_at_utc,time_observed_at_utc,owners_identification_from_vision,user,taxon_name,rank,ancestry,common_name,common_name_id,common_name_name,is_valid,lexicon,rank_level,medium_photo_url,coordinates_obscured,tree_health
121,121,70569043,2021-03-04,blank,45.862280545299996,-122.7444118239,,,,3889151,48252,2021-03-04T19:55:58.314Z,2021-03-04T21:27:37.323Z,"Ridgefield, WA, US",False,Thu Mar 04 2021 11:53:27 GMT-0800 (PST),47126,0,0,2021-03-04T11:53:27.000Z,UTC,False,False,4.0,,,,needs_id,,,,,https://www.inaturalist.org/observations/70569043,1,0,Etc/UTC,3.0,0,1,False,,1.0,,4.0,True,0,2021-03-04T21:27:40.076Z,,10d9280b-3947-4d18-bb6e-c7120aba14be,open,,david_morgan,Plantae,[],0,2021-03-04T19:55:58.314Z,2021-03-04T21:27:37.323Z,2021-03-04T11:53:27.000Z,False,"{'login': 'david_morgan', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114750708/medium.jpg?1614888368,,dying
122,122,70557430,2021-03-04,blank,47.86083116,-122.30282892,,,western redcedar,3853806,48252,2021-03-04T15:38:53.182Z,2021-03-05T18:46:26.081Z,"52nd Ave W & 152nd St SW, Picnic Point-North Lynnwood, WA 98026, USA",False,2021-03-04 7:38:03 AM PST,47126,0,0,2021-03-04T15:38:03.000Z,Pacific Time (US & Canada),False,False,6.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70557430,2,0,America/Los_Angeles,2.0,0,3,False,,1.0,,6.0,True,0,2021-03-05T18:46:32.545Z,,436e5481-59a8-4bf3-b0fd-6586d671ca2e,open,,alia43,Plantae,[],0,2021-03-04T15:38:53.182Z,2021-03-05T18:46:26.081Z,2021-03-04T15:38:03.000Z,False,"{'login': 'alia43', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3853806/thumb.png?1605897452'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114728760/medium.jpeg?1614872341,,dying
123,123,70544471,2021-03-03,blank,49.28514973,-122.99627072,,,western redcedar,4064276,48252,2021-03-04T07:18:34.111Z,2021-03-11T03:00:26.770Z,"Burnaby, BC V5C, Canada",False,2021-03-03 4:53:36 PM PST,47126,2,0,2021-03-03T16:53:36.000Z,UTC,False,False,5.0,,,,research,,,,,https://www.inaturalist.org/observations/70544471,1,0,Etc/UTC,2.0,0,2,False,48252.0,1.0,,5.0,True,0,2021-03-11T03:00:31.330Z,,a62c2763-c946-47b9-a2bd-5016d2901307,open,,mary1427,Plantae,[],0,2021-03-04T07:18:34.111Z,2021-03-11T03:00:26.770Z,2021-03-03T16:53:36.000Z,,"{'login': 'mary1427', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/4064276/thumb.jpeg?1614814254'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114704677/medium.jpeg?1614842322,,dying
124,124,70544466,2021-03-03,blank,49.28507898,-122.99626985,,,western redcedar,4064276,48252,2021-03-04T07:18:21.135Z,2021-03-11T03:00:11.181Z,"Burnaby, BC V5C, Canada",False,2021-03-03 4:53:16 PM PST,47126,2,0,2021-03-03T16:53:16.000Z,UTC,False,False,6.0,,,,research,,,,,https://www.inaturalist.org/observations/70544466,1,0,Etc/UTC,2.0,0,2,False,48252.0,1.0,,6.0,True,0,2021-03-11T03:00:15.696Z,,92c2f577-f85b-4d03-8976-2ab0a12d29ac,open,,mary1427,Plantae,[],0,2021-03-04T07:18:21.135Z,2021-03-11T03:00:11.181Z,2021-03-03T16:53:16.000Z,,"{'login': 'mary1427', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/4064276/thumb.jpeg?1614814254'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114704667/medium.jpeg?1614842310,,healthy
125,125,70538276,2021-02-28,blank,45.680634999999995,-121.8311219722,,,western redcedar,1101184,48252,2021-03-04T03:52:53.772Z,2021-03-05T18:31:58.372Z,"Cascade Locks, OR 97014, USA",False,2021-02-28 10:24:20 AM PST,47126,1,0,2021-02-28T18:24:20.000Z,Pacific Time (US & Canada),False,False,,,,,research,gps,gps,,CC-BY-NC,https://www.inaturalist.org/observations/70538276,1,0,America/Los_Angeles,2.0,0,2,False,48252.0,1.0,,,True,0,2021-03-05T18:32:10.686Z,,7b488747-a76e-4207-b5ca-b203752049b9,open,,sabersthedragon,Plantae,[],0,2021-03-04T03:52:53.772Z,2021-03-05T18:31:58.372Z,2021-02-28T18:24:20.000Z,True,"{'login': 'sabersthedragon', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1101184/thumb.png?1609878880'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114693302/medium.jpeg?1614829980,,healthy
126,126,70528957,2021-03-03,blank,45.8532296727,-122.742680479,,,western redcedar,3889151,48252,2021-03-04T00:33:52.700Z,2021-03-09T18:38:20.098Z,"NW 71st Ave, Ridgefield, WA, US",False,Wed Mar 03 2021 16:31:53 GMT-0800 (PST),47126,1,0,2021-03-03T16:31:53.000Z,UTC,False,False,8.0,,,,research,,,,,https://www.inaturalist.org/observations/70528957,1,0,Etc/UTC,3.0,0,2,False,48252.0,1.0,,8.0,True,0,2021-03-09T18:38:22.463Z,,41f8c3af-4dee-43c6-8426-6fe97336f818,open,,david_morgan,Plantae,[],0,2021-03-04T00:33:52.700Z,2021-03-09T18:38:20.098Z,2021-03-03T16:31:53.000Z,False,"{'login': 'david_morgan', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114676617/medium.jpg?1614818299,,healthy
127,127,70523478,2021-03-03,blank,47.46610269439999,-122.1446225833,,,western redcedar,705929,48252,2021-03-03T22:33:00.212Z,2021-03-04T20:48:45.797Z,"Renton, WA 98058, USA",False,2021-03-03 2:25:34 PM PST,47126,0,0,2021-03-03T22:25:34.000Z,Pacific Time (US & Canada),False,False,,,,,needs_id,gps,gps,,CC0,https://www.inaturalist.org/observations/70523478,9,0,America/Los_Angeles,2.0,0,1,False,,1.0,,,True,0,2021-03-06T02:38:07.492Z,,a07adb51-a400-4f8e-b052-05acb6cb7f5f,open,,haida_gwaii,Plantae,[],0,2021-03-03T22:33:00.212Z,2021-03-04T20:48:45.797Z,2021-03-03T22:25:34.000Z,True,"{'login': 'haida_gwaii', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/705929/thumb.jpg?1613981043'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114666169/medium.jpeg?1614810786,,healthy
128,128,70520754,2021-03-03,blank,48.480475,-123.5477616667,,,western redcedar,3948130,48252,2021-03-03T21:43:02.108Z,2021-03-05T05:24:10.289Z,"Goldstream Provincial Park, Victoria, BC, CA",False,Wed Mar 03 2021 12:25:59 GMT-0800 (PST),47126,1,0,2021-03-03T20:25:59.000Z,Pacific Time (US & Canada),False,False,16.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70520754,2,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,16.0,True,0,2021-03-05T05:24:12.392Z,,1b8f7ec9-56f6-49c4-bba5-4c6e6b0fb3ab,open,,brooklynlambert,Plantae,[],0,2021-03-03T21:43:02.108Z,2021-03-05T05:24:10.289Z,2021-03-03T20:25:59.000Z,True,"{'login': 'brooklynlambert', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3948130/thumb.jpg?1611198841'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114661804/medium.jpg?1614807789,,healthy
129,129,70520567,2021-03-03,blank,48.482425,-123.5503,,,,3948130,48252,2021-03-03T21:39:44.633Z,2021-03-03T21:40:10.422Z,"Goldstream Provincial Park, Victoria, BC, CA",False,Wed Mar 03 2021 12:05:58 GMT-0800 (PST),47126,0,0,2021-03-03T20:05:58.000Z,Pacific Time (US & Canada),False,False,8.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70520567,3,0,America/Los_Angeles,3.0,0,1,False,,5.0,,8.0,True,0,2021-03-04T01:31:41.509Z,,38767887-6b2d-45f2-bc96-92efc1ac7239,open,,brooklynlambert,Plantae,[],0,2021-03-03T21:39:44.633Z,2021-03-03T21:40:10.422Z,2021-03-03T20:05:58.000Z,True,"{'login': 'brooklynlambert', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3948130/thumb.jpg?1611198841'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114661355/medium.jpg?1614807591,,healthy
130,130,70510417,2021-03-03,blank,47.522698999999996,-122.1247249722,,,,2518521,48252,2021-03-03T18:33:13.081Z,2021-03-04T21:55:03.282Z,"Renton, WA 98059, USA",False,2021-03-03 9:11:45 AM PST,47126,0,0,2021-03-03T17:11:45.000Z,Pacific Time (US & Canada),False,False,,,,,needs_id,gps,gps,,CC-BY-NC,https://www.inaturalist.org/observations/70510417,1,0,America/Los_Angeles,2.0,0,1,False,,1.0,,,True,0,2021-03-05T01:21:38.618Z,,62f6c754-41bc-4c83-8f52-6ebdbe755609,open,,ncornille,Plantae,[],0,2021-03-03T18:33:13.081Z,2021-03-04T21:55:03.282Z,2021-03-03T17:11:45.000Z,,"{'login': 'ncornille', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114643576/medium.jpeg?1614796399,,healthy
131,131,70481644,2021-02-28,blank,48.6816716667,-122.4663816667,,,Thuja plicata,46945,48252,2021-03-03T03:28:26.104Z,2021-03-04T05:02:00.763Z,"Whatcom County, WA, USA",False,2021/02/28 1:38 PM PST,47126,0,0,2021-02-28T21:38:00.000Z,Pacific Time (US & Canada),False,False,,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70481644,1,1,America/Los_Angeles,,0,1,False,,1.0,,,True,0,2021-03-04T05:02:04.737Z,,a220e4c2-0b3c-4314-b595-c61a852be21d,open,,abe,Plantae,[],0,2021-03-03T03:28:26.104Z,2021-03-04T05:02:00.763Z,2021-02-28T21:38:00.000Z,False,"{'login': 'abe', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/46945/thumb.jpg?1475588685'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114591390/medium.jpeg?1614741838,,healthy
132,132,70481610,2021-02-28,blank,48.7010283333,-122.48408500000001,,,Thuja plicata,46945,48252,2021-03-03T03:28:18.627Z,2021-03-03T03:28:18.683Z,"South Bellingham, Bellingham, WA, USA",False,2021/02/28 12:13 PM PST,47126,0,0,2021-02-28T20:13:00.000Z,Pacific Time (US & Canada),False,False,,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70481610,1,0,America/Los_Angeles,,0,1,False,,1.0,,,True,0,2021-03-04T01:47:46.387Z,,754f2e05-63d1-4150-9060-a4737cd15a77,open,,abe,Plantae,[],0,2021-03-03T03:28:18.627Z,2021-03-03T03:28:18.683Z,2021-02-28T20:13:00.000Z,False,"{'login': 'abe', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/46945/thumb.jpg?1475588685'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114589599/medium.jpeg?1614740464,,healthy
133,133,70478984,2021-03-02,blank,49.326400756700004,-122.9494476317,,,western redcedar,2823934,48252,2021-03-03T02:27:34.988Z,2021-03-03T02:31:01.880Z,"Banbury Rd @ Gallant Ave, North Vancouver, BC V7G 2T1, Canada",False,2021-03-02 5:27:02 PM PST,47126,0,0,2021-03-02T17:27:02.000Z,UTC,False,False,,,,,needs_id,gps,gps,,,https://www.inaturalist.org/observations/70478984,3,0,Etc/UTC,2.0,0,1,False,,1.0,,,True,0,2021-03-06T02:44:58.311Z,,099ee34f-4269-4a4d-bd3d-fc9d9a71589b,open,,raduscurtescu,Plantae,[],0,2021-03-03T02:27:34.988Z,2021-03-03T02:31:01.880Z,2021-03-02T17:27:02.000Z,True,"{'login': 'raduscurtescu', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2823934/thumb.jpeg?1587698381'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114586844/medium.jpeg?1614738466,,brown
134,134,70473715,2021-03-02,blank,49.3071489723,-123.1474533631,,,,4050128,48252,2021-03-03T00:27:37.978Z,2021-03-03T00:28:08.765Z,"斯坦利公园, 温哥华, BC, CA",False,Tue Mar 02 2021 13:05:24 GMT-0800 (PST),47126,0,0,2021-03-02T13:05:24.000Z,UTC,False,False,4090.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70473715,4,0,Etc/UTC,3.0,0,1,False,,5.0,,4090.0,True,0,2021-03-06T02:44:59.173Z,,ab20af86-d69b-43e5-9b90-41a61c86ac3c,open,,kikiwei,Plantae,[],0,2021-03-03T00:27:37.978Z,2021-03-03T00:28:08.765Z,2021-03-02T13:05:24.000Z,True,"{'login': 'kikiwei', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/4050128/thumb.jpg?1614739961'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114577140/medium.jpg?1614731262,,healthy
135,135,70470052,2021-03-02,blank,42.4455220199,-124.36720620700001,,,western redcedar,3632633,48252,2021-03-02T22:59:23.154Z,2021-03-05T18:43:17.410Z,"Saunders Creek Rd, Gold Beach, OR, US",False,Tue Mar 02 2021 11:22:36 GMT-0800 (PST),47126,1,0,2021-03-02T11:22:36.000Z,UTC,False,False,54.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70470052,1,0,Etc/UTC,3.0,0,2,False,1150915.0,1.0,,54.0,True,0,2021-03-05T18:43:19.539Z,,7f791ae4-ca86-4bce-9765-bf6fc5724c48,open,,bridgette59,Plantae,[],0,2021-03-02T22:59:23.154Z,2021-03-05T18:43:17.410Z,2021-03-02T11:22:36.000Z,True,"{'login': 'bridgette59', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114570245/medium.jpg?1614725971,,healthy
136,136,70463896,2021-03-02,blank,53.243878333299996,-132.0202945,,,western redcedar,309220,48252,2021-03-02T20:55:51.506Z,2021-03-03T04:38:33.780Z,"Haida Gwaii, Queen Charlotte, BC, CA",False,Tue Mar 02 2021 11:26:11 GMT-0800 (PST),47126,1,0,2021-03-02T19:26:11.000Z,Pacific Time (US & Canada),False,False,5.0,,,,research,,,,CC-BY,https://www.inaturalist.org/observations/70463896,4,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,5.0,True,0,2021-03-03T04:38:36.177Z,,856fd663-56f8-457d-a4fe-38f8aa722743,open,,carita,Plantae,[],0,2021-03-02T20:55:51.506Z,2021-03-03T04:38:33.780Z,2021-03-02T19:26:11.000Z,True,"{'login': 'carita', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/309220/thumb.jpeg?1475530463'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114559730/medium.jpg?1614718570,,healthy
137,137,70456566,2021-03-02,Roadside ornamental,54.2724152828,-0.6861793178,,,western redcedar,3997843,48252,2021-03-02T18:16:24.414Z,2021-03-03T13:51:13.880Z,"North Yorkshire, UK",False,2021/03/02 2:19 PM GMT,47126,1,0,2021-03-02T14:19:00.000Z,Edinburgh,False,False,61.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70456566,1,0,Europe/London,,0,2,False,48252.0,1.0,,61.0,True,0,2021-03-03T13:51:15.626Z,,d6baf0c3-8b43-43e1-b920-0aa89b3c392f,open,Roadside ornamental,retiredranger,Plantae,[],0,2021-03-02T18:16:24.414Z,2021-03-03T13:51:13.880Z,2021-03-02T14:19:00.000Z,False,"{'login': 'retiredranger', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114546087/medium.jpeg?1614708951,,healthy
138,138,70423330,2019-05-21,blank,49.304258399999995,-123.1442523,,,Thuja plicata,905360,48252,2021-03-02T01:11:54.541Z,2021-03-02T01:11:54.595Z,"Vancouver, BC V6G 1Z4, Canada",False,2019/05/21 5:16 PM EDT,47126,0,0,2019-05-21T21:16:00.000Z,Eastern Time (US & Canada),False,False,1835.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70423330,1,0,America/New_York,,0,1,False,,1.0,,1835.0,True,0,2021-03-02T18:38:18.368Z,,74ac72f6-00f3-4223-90bc-c725317327ce,open,,ndleblanc,Plantae,[],0,2021-03-02T01:11:54.541Z,2021-03-02T01:11:54.595Z,2019-05-21T21:16:00.000Z,True,"{'login': 'ndleblanc', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/905360/thumb.jpeg?1607880914'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114482650/medium.jpeg?1614647279,,healthy
139,139,70417532,2021-03-01,Dead,48.5433693058,-122.08323877299999,,,western redcedar,4053163,48252,2021-03-01T23:03:39.846Z,2021-03-01T23:08:10.988Z,"Sedro-Woolley, WA 98284, USA",False,2021-03-01 3:02:46 PM PST,47126,0,0,2021-03-01T15:02:46.000Z,UTC,False,False,9.0,,,,needs_id,gps,gps,,CC-BY-NC,https://www.inaturalist.org/observations/70417532,1,0,Etc/UTC,2.0,0,1,False,,1.0,,9.0,True,0,2021-03-02T01:41:36.289Z,,f8d01888-f62b-4b36-9533-28c10637f87b,open,Dead,leestrees,Plantae,[],0,2021-03-01T23:03:39.846Z,2021-03-01T23:08:10.988Z,2021-03-01T15:02:46.000Z,False,"{'login': 'leestrees', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114471859/medium.jpeg?1614639835,,dead
140,140,70395827,2021-02-27,blank,47.5466242842,-121.8373148617,,,,1389154,48252,2021-03-01T15:57:12.911Z,2021-03-01T15:57:12.954Z,"Railroad Ave SE, Snoqualmie, WA, US",False,Sat Feb 27 2021 12:27:47 GMT-0800 (PST),47126,0,0,2021-02-27T12:27:47.000Z,UTC,False,False,65.0,,,,casual,,,,,https://www.inaturalist.org/observations/70395827,0,0,Etc/UTC,3.0,0,1,False,,1.0,,65.0,True,0,2021-03-01T15:57:15.851Z,,5e7b307d-c927-4cf9-8753-a501d24d8627,open,,hatcherdogg,Plantae,[],0,2021-03-01T15:57:12.911Z,2021-03-01T15:57:12.954Z,2021-02-27T12:27:47.000Z,True,"{'login': 'hatcherdogg', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1389154/thumb.jpg?1612889633'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,,,healthy
141,141,70390060,2021-03-01,https://old.waarneming.nl/waarneming/view/208108264,53.22043833,6.51772167,,,Thuja plicata,18823,48252,2021-03-01T13:52:56.691Z,2021-03-01T15:34:38.166Z,"Groningen, Groningen, NL",False,Mon Mar 01 2021 14:50:44 GMT+0100 (GMT+1),47126,0,0,2021-03-01T13:50:44.000Z,Amsterdam,False,False,4.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70390060,1,0,Europe/Amsterdam,3.0,0,1,False,,1.0,,4.0,True,0,2021-03-01T15:34:43.955Z,,34fcae5a-03a9-4bcf-a73e-d41f3adc48b1,open,https://old.waarneming.nl/waarneming/view/208108264,ahospers,Plantae,[],0,2021-03-01T13:52:56.691Z,2021-03-01T15:34:38.166Z,2021-03-01T13:50:44.000Z,True,"{'login': 'ahospers', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/18823/thumb.jpg?1534618158'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114422595/medium.jpg?1614606781,,brown
142,142,70382067,2021-02-28,blank,48.465511,-123.3685,,,Western Redcedar,2742914,48252,2021-03-01T08:47:01.024Z,2021-03-01T08:47:01.082Z,"Capital, British Columbia, Canada",False,2021/02/28 4:05 PM PST,47126,0,0,2021-03-01T00:05:00.000Z,Pacific Time (US & Canada),False,False,,,,,needs_id,,,,CC0,https://www.inaturalist.org/observations/70382067,2,0,America/Los_Angeles,,0,1,False,,5.0,,,True,0,2021-03-03T02:38:11.109Z,,fa8f7f98-e2f7-46c4-a65c-26d476add34a,open,,ellyne,Plantae,[],0,2021-03-01T08:47:01.024Z,2021-03-01T08:47:01.082Z,2021-03-01T00:05:00.000Z,True,"{'login': 'ellyne', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2742914/thumb.jpeg?1591472314'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114406976/medium.jpeg?1614586837,,unhealthy
143,143,70380081,2021-02-28,blank,45.4903102778,-122.74813472219999,,,western redcedar,2785976,48252,2021-03-01T07:11:41.383Z,2021-03-01T07:40:53.886Z,"Raleigh Hills, OR, USA",False,2021-02-28 12:48:02 PM PST,47126,1,0,2021-02-28T12:48:02.000Z,UTC,False,False,,,,,research,gps,gps,,,https://www.inaturalist.org/observations/70380081,2,0,Etc/UTC,2.0,0,2,False,48252.0,1.0,,,True,0,2021-03-01T07:40:57.329Z,,38142040-8ec8-4e6a-bcfd-1c96ed11928a,open,,alexis459,Plantae,[],0,2021-03-01T07:11:41.383Z,2021-03-01T07:40:53.886Z,2021-02-28T12:48:02.000Z,True,"{'login': 'alexis459', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2785976/thumb.jpeg?1587426081'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114404255/medium.jpeg?1614582734,,healthy
144,144,70378415,2021-02-28,Vigorous WRC. Waterfall and canyon walls creating a microclimate?  Trees downstream look pretty rough,47.873578333299996,-121.65162,,,,3898930,48252,2021-03-01T06:15:34.332Z,2021-03-02T02:28:31.688Z,"Gold Bar, WA, US",False,Sun Feb 28 2021 14:25:44 GMT-0800 (PST),47126,0,0,2021-02-28T20:25:44.000Z,Central Time (US & Canada),False,False,11.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70378415,1,0,America/Chicago,3.0,0,1,False,,1.0,,11.0,True,1,2021-03-02T02:28:34.348Z,,060f031e-a6f3-40c4-b068-b61d56e7d3c9,open,Vigorous WRC. Waterfall and canyon walls creating a microclimate?  Trees downstream look pretty rough,michael_james_burkhow,Plantae,[],1,2021-03-01T06:15:34.332Z,2021-03-02T02:28:31.688Z,2021-02-28T20:25:44.000Z,True,"{'login': 'michael_james_burkhow', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3898930/thumb.jpeg?1607980113'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114401149/medium.jpg?1614579344,,healthy
145,145,70378160,2021-02-28,Group of mostly dead redcedars along the Wallace River.,47.866675,-121.67139499999999,,,,3898930,48252,2021-03-01T06:09:33.505Z,2021-03-02T02:28:42.526Z,"Wallace Lake Rd, Gold Bar, WA, US",False,Sun Feb 28 2021 16:29:40 GMT-0800 (PST),47126,0,0,2021-02-28T22:29:40.000Z,Central Time (US & Canada),False,False,16.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70378160,1,0,America/Chicago,3.0,0,1,False,,1.0,,16.0,True,1,2021-03-02T02:36:13.052Z,,5f1392a5-987e-4df1-8f8a-43b2f3e16445,open,Group of mostly dead redcedars along the Wallace River.,michael_james_burkhow,Plantae,[],1,2021-03-01T06:09:33.505Z,2021-03-02T02:28:42.526Z,2021-02-28T22:29:40.000Z,False,"{'login': 'michael_james_burkhow', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3898930/thumb.jpeg?1607980113'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114400645/medium.jpg?1614578990,,damaged
146,146,70377176,2021-02-27,blank,47.961605,-122.2424866667,,,western redcedar,2902388,48252,2021-03-01T05:46:15.290Z,2021-03-05T19:07:16.150Z,"Howarth Park, Everett, WA, US",False,Sat Feb 27 2021 14:42:12 GMT-0800 (PST),47126,1,0,2021-02-27T14:42:12.000Z,UTC,False,False,26.0,,,,research,,,,,https://www.inaturalist.org/observations/70377176,1,0,Etc/UTC,3.0,0,2,False,48252.0,1.0,,26.0,True,0,2021-03-05T19:07:19.237Z,,dd1cc7d2-b470-48bc-914d-6606f3b2273e,open,,anders102,Plantae,[],0,2021-03-01T05:46:15.290Z,2021-03-05T19:07:16.150Z,2021-02-27T14:42:12.000Z,True,"{'login': 'anders102', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2902388/thumb.jpg?1588564021'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114398729/medium.jpg?1614577587,,healthy
